7	9
8	0
9 4
10  1885
11	21048
12	64774
13	117702
14	173490
15	214214
16	249132
17	280016
18	315478
19	326931
20	395345
21	579439
22	737477
23	593151
24	359274
25	227211
26	174535
27	147743
28	121389
29	92471
30	76958
31	192436
32	351778
33	207053
34	28589
35	6809
36	3556
37	2237
38	998
39	492
40	323
41	164
42	84
43	68
44	70
45	32
46	0
47	0
48	0
49	0
50	13382
